,pop_grid_pop,geometry,pop_grid_id
53,,"POLYGON ((339156.88771116105 1032453.1130306415, 340072.25751611416 1032449.3267633574, 340068.45799573686 1031527.715846535, 339153.0664250349 1031531.4988544604, 339156.88771116105 1032453.1130306415))",53
54,,"POLYGON ((340072.25751611416 1032449.3267633574, 340987.6240931905 1032445.5621237562, 340983.84633816796 1031523.954447676, 340068.45799573686 1031527.715846535, 340072.25751611416 1032449.3267633574))",54
55,,"POLYGON ((340987.6240931905 1032445.5621237562, 341902.98746087926 1032441.8191114475, 341899.2314708197 1031520.2146574935, 340983.84633816796 1031523.954447676, 340987.6240931905 1032445.5621237562))",55
56,,"POLYGON ((341902.98746087926 1032441.8191114475, 342818.3476376697 1032438.0977260439, 342814.61341218336 1031516.4964755996, 341899.2314708197 1031520.2146574935, 341902.98746087926 1032441.8191114475))",56
57,,"POLYGON ((342818.3476376697 1032438.0977260439, 343733.70464205055 1032434.3979671582, 343729.99218075024 1031512.7999016086, 342814.61341218336 1031516.4964755996, 342818.3476376697 1032438.0977260439))",57
58,,"POLYGON ((343733.70464205055 1032434.3979671582, 344649.05849251035 1032430.7198344077, 344645.367795011 1031509.1249351368, 343729.99218075024 1031512.7999016086, 343733.70464205055 1032434.3979671582))",58
59,,"POLYGON ((344649.05849251035 1032430.7198344077, 345564.4092075373 1032427.06332741, 345560.74027345603 1031505.4715758031, 344645.367795011 1031509.1249351368, 344649.05849251035 1032430.7198344077))",59
60,,"POLYGON ((345564.4092075373 1032427.06332741, 346479.7568056192 1032423.4284457864, 346476.1096345755 1031501.8398232288, 345560.74027345603 1031505.4715758031, 345564.4092075373 1032427.06332741))",60
61,,"POLYGON ((346479.7568056192 1032423.4284457864, 347395.10130524356 1032419.8151891597, 347391.4758968591 1031498.229677037, 346476.1096345755 1031501.8398232288, 346479.7568056192 1032423.4284457864))",61
62,,"POLYGON ((347395.10130524356 1032419.8151891597, 348310.4427248981 1032416.2235571551, 348306.8390787968 1031494.6411368529, 347391.4758968591 1031498.229677037, 347395.10130524356 1032419.8151891597))",62
63,,"POLYGON ((348310.4427248981 1032416.2235571551, 349225.7810830692 1032412.6535494002, 349222.1991988773 1031491.0742023049, 348306.8390787968 1031494.6411368529, 348310.4427248981 1032416.2235571551))",63
64,,"POLYGON ((349225.7810830692 1032412.6535494002, 350141.11639824416 1032409.1051655245, 350137.5562755901 1031487.5288730226, 349222.1991988773 1031491.0742023049, 349225.7810830692 1032412.6535494002))",64
65,,"POLYGON ((350141.11639824416 1032409.1051655245, 351056.4486889089 1032405.5784051607, 351052.9103274235 1031484.0051486385, 350137.5562755901 1031487.5288730226, 350141.11639824416 1032409.1051655245))",65
66,,"POLYGON ((351056.4486889089 1032405.5784051607, 351971.7779735495 1032402.073267942, 351968.26137286576 1031480.5030287867, 351052.9103274235 1031484.0051486385, 351056.4486889089 1032405.5784051607))",66
